Busca;Posicao;Valor_Pesquisado;Tempo_Execucao;Tempo_Insercao_Lista;Tamanho_Vetor
Binaria; 2946; 5991; 0.099000; 1451.271000; 16384
Binaria; -1; 24; 0.705000; 1451.271000; 16384
Binaria; -1; 4144; 0.613000; 1451.271000; 16384
Binaria; 2711; 5486; 0.095000; 1451.271000; 16384
Binaria; -1; 6805; 0.518000; 1451.271000; 16384
Binaria; 1585; 3206; 0.056000; 1451.271000; 16384
Binaria; -1; 474; 0.558000; 1451.271000; 16384
Binaria; -1; 5872; 0.464000; 1451.271000; 16384
Binaria; -1; 7996; 0.464000; 1451.271000; 16384
Binaria; -1; 6373; 0.462000; 1451.271000; 16384
Binaria; -1; 201; 0.456000; 1451.271000; 16384
Binaria; -1; 1980; 0.456000; 1451.271000; 16384
Binaria; -1; 3054; 0.468000; 1451.271000; 16384
Binaria; -1; 128; 0.459000; 1451.271000; 16384
Binaria; -1; 6907; 0.457000; 1451.271000; 16384
Binaria; -1; 6544; 0.457000; 1451.271000; 16384
Binaria; -1; 6290; 0.469000; 1451.271000; 16384
Binaria; -1; 7959; 0.458000; 1451.271000; 16384
Binaria; -1; 4169; 0.463000; 1451.271000; 16384
Binaria; 248; 526; 0.009000; 1451.271000; 16384
Binaria; 713; 1487; 0.020000; 1451.271000; 16384
Binaria; -1; 891; 0.638000; 1451.271000; 16384
Binaria; 2639; 5324; 0.105000; 1451.271000; 16384
Binaria; 2739; 5541; 0.058000; 1451.271000; 16384
Binaria; 407; 835; 0.010000; 1451.271000; 16384
Binaria; -1; 268; 0.507000; 1451.271000; 16384
Binaria; -1; 4047; 0.461000; 1451.271000; 16384
Binaria; -1; 7507; 0.457000; 1451.271000; 16384
Binaria; 3071; 6210; 0.087000; 1451.271000; 16384
Binaria; -1; 1360; 0.434000; 1451.271000; 16384
Binaria; -1; 7271; 0.457000; 1451.271000; 16384
Binaria; -1; 554; 0.456000; 1451.271000; 16384
Binaria; -1; 5736; 0.456000; 1451.271000; 16384
Binaria; -1; 7767; 0.455000; 1451.271000; 16384
Binaria; 2977; 6040; 0.085000; 1451.271000; 16384
Binaria; -1; 4541; 0.444000; 1451.271000; 16384
Binaria; 1439; 2974; 0.043000; 1451.271000; 16384
Binaria; -1; 2866; 0.444000; 1451.271000; 16384
Binaria; -1; 2413; 0.456000; 1451.271000; 16384
Binaria; 3641; 7322; 0.103000; 1451.271000; 16384
Binaria; 2770; 5592; 0.061000; 1451.271000; 16384
Binaria; -1; 6966; 0.428000; 1451.271000; 16384
Binaria; -1; 1303; 0.456000; 1451.271000; 16384
Binaria; 318; 646; 0.010000; 1451.271000; 16384
Binaria; 3523; 7095; 0.095000; 1451.271000; 16384
Binaria; 116; 210; 0.004000; 1451.271000; 16384
Binaria; -1; 3542; 0.432000; 1451.271000; 16384
Binaria; -1; 5385; 0.457000; 1451.271000; 16384
Binaria; -1; 4521; 0.457000; 1451.271000; 16384
Binaria; 3861; 7711; 0.109000; 1451.271000; 16384
Binaria; 1108; 2264; 0.026000; 1451.271000; 16384
Binaria; 1160; 2360; 0.022000; 1451.271000; 16384
Binaria; -1; 4955; 0.450000; 1451.271000; 16384
Binaria; 1950; 3940; 0.058000; 1451.271000; 16384
Binaria; 3960; 7901; 0.093000; 1451.271000; 16384
Binaria; -1; 2142; 0.437000; 1451.271000; 16384
Binaria; -1; 4208; 0.456000; 1451.271000; 16384
Binaria; -1; 3948; 0.455000; 1451.271000; 16384
Binaria; -1; 1649; 0.456000; 1451.271000; 16384
Binaria; 3324; 6771; 0.094000; 1451.271000; 16384
Binaria; -1; 1660; 0.432000; 1451.271000; 16384
Binaria; -1; 5272; 0.456000; 1451.271000; 16384
Binaria; 3642; 7325; 0.103000; 1451.271000; 16384
Binaria; 3688; 7396; 0.081000; 1451.271000; 16384
Binaria; 2509; 5040; 0.054000; 1451.271000; 16384
Binaria; -1; 1717; 0.427000; 1451.271000; 16384
Binaria; -1; 3937; 0.474000; 1451.271000; 16384
Binaria; 2163; 4366; 0.063000; 1451.271000; 16384
Binaria; -1; 4584; 0.438000; 1451.271000; 16384
Binaria; -1; 2703; 0.457000; 1451.271000; 16384
Binaria; -1; 3688; 0.456000; 1451.271000; 16384
Binaria; -1; 2176; 0.456000; 1451.271000; 16384
Binaria; 790; 1669; 0.023000; 1451.271000; 16384
Binaria; -1; 1343; 0.459000; 1451.271000; 16384
Binaria; -1; 7174; 0.457000; 1451.271000; 16384
Binaria; -1; 5116; 0.460000; 1451.271000; 16384
Binaria; 2907; 5905; 0.094000; 1451.271000; 16384
Binaria; -1; 2716; 0.621000; 1451.271000; 16384
Binaria; -1; 6854; 0.519000; 1451.271000; 16384
Binaria; 1187; 2427; 0.035000; 1451.271000; 16384
Binaria; 1187; 2427; 0.022000; 1451.271000; 16384
Binaria; -1; 5470; 0.449000; 1451.271000; 16384
Binaria; -1; 4787; 0.457000; 1451.271000; 16384
Binaria; 3682; 7382; 0.120000; 1451.271000; 16384
Binaria; -1; 5762; 0.582000; 1451.271000; 16384
Binaria; 509; 1041; 0.023000; 1451.271000; 16384
Binaria; -1; 1524; 0.575000; 1451.271000; 16384
Binaria; 957; 1971; 0.032000; 1451.271000; 16384
Binaria; 2474; 4989; 0.067000; 1451.271000; 16384
Binaria; 3754; 7525; 0.094000; 1451.271000; 16384
Binaria; -1; 5094; 0.506000; 1451.271000; 16384
Binaria; -1; 3002; 0.535000; 1451.271000; 16384
Binaria; 2374; 4798; 0.074000; 1451.271000; 16384
Binaria; -1; 771; 0.478000; 1451.271000; 16384
Binaria; 1176; 2398; 0.037000; 1451.271000; 16384
Binaria; -1; 6190; 0.450000; 1451.271000; 16384
Binaria; -1; 2488; 0.456000; 1451.271000; 16384
Binaria; -1; 2688; 0.456000; 1451.271000; 16384
Binaria; -1; 2556; 0.456000; 1451.271000; 16384
