Busca;Posicao;Valor_Pesquisado;Tempo_Execucao;Tempo_Insercao_Lista;Tamanho_Vetor
Binaria; -1; 21119; 14.979000; 297156.942000; 131072
Binaria; 13141; 26034; 1.659000; 297156.942000; 131072
Binaria; 24064; 47730; 2.340000; 297156.942000; 131072
Binaria; 11807; 23505; 1.115000; 297156.942000; 131072
Binaria; 31639; 62924; 2.842000; 297156.942000; 131072
Binaria; 18847; 37395; 1.530000; 297156.942000; 131072
Binaria; -1; 14575; 11.862000; 297156.942000; 131072
Binaria; -1; 43827; 12.242000; 297156.942000; 131072
Binaria; -1; 61135; 12.929000; 297156.942000; 131072
Binaria; 15971; 31616; 1.644000; 297156.942000; 131072
Binaria; 205; 371; 0.021000; 297156.942000; 131072
Binaria; 22942; 45527; 2.146000; 297156.942000; 131072
Binaria; -1; 35131; 12.262000; 297156.942000; 131072
Binaria; -1; 52170; 12.005000; 297156.942000; 131072
Binaria; -1; 58994; 11.645000; 297156.942000; 131072
Binaria; 20497; 40601; 1.815000; 297156.942000; 131072
Binaria; -1; 37292; 11.627000; 297156.942000; 131072
Binaria; -1; 62014; 11.685000; 297156.942000; 131072
Binaria; -1; 34011; 11.707000; 297156.942000; 131072
Binaria; 26999; 53441; 2.323000; 297156.942000; 131072
Binaria; -1; 40191; 11.438000; 297156.942000; 131072
Binaria; -1; 3109; 11.481000; 297156.942000; 131072
Binaria; -1; 47608; 11.965000; 297156.942000; 131072
Binaria; -1; 28464; 12.119000; 297156.942000; 131072
Binaria; 14077; 27929; 1.263000; 297156.942000; 131072
Binaria; -1; 19458; 11.767000; 297156.942000; 131072
Binaria; 8058; 15884; 0.824000; 297156.942000; 131072
Binaria; -1; 65015; 15.097000; 297156.942000; 131072
Binaria; -1; 54420; 12.691000; 297156.942000; 131072
Binaria; -1; 9002; 12.537000; 297156.942000; 131072
Binaria; 31644; 62934; 2.841000; 297156.942000; 131072
Binaria; 4766; 9392; 0.403000; 297156.942000; 131072
Binaria; -1; 34389; 11.882000; 297156.942000; 131072
Binaria; 22748; 45164; 1.872000; 297156.942000; 131072
Binaria; -1; 32249; 11.604000; 297156.942000; 131072
Binaria; -1; 31813; 11.602000; 297156.942000; 131072
Binaria; 8320; 16411; 0.729000; 297156.942000; 131072
Binaria; -1; 46176; 11.646000; 297156.942000; 131072
Binaria; -1; 9492; 11.953000; 297156.942000; 131072
Binaria; -1; 12046; 13.588000; 297156.942000; 131072
Binaria; 6239; 12293; 0.659000; 297156.942000; 131072
Binaria; 4690; 9215; 0.469000; 297156.942000; 131072
Binaria; 28974; 57574; 2.782000; 297156.942000; 131072
Binaria; 23588; 46776; 2.359000; 297156.942000; 131072
Binaria; -1; 60737; 13.875000; 297156.942000; 131072
Binaria; -1; 50420; 14.322000; 297156.942000; 131072
Binaria; 10694; 21229; 1.029000; 297156.942000; 131072
Binaria; 16434; 32529; 1.468000; 297156.942000; 131072
Binaria; 23668; 46935; 2.133000; 297156.942000; 131072
Binaria; 27556; 54592; 2.622000; 297156.942000; 131072
Binaria; 9992; 19823; 0.842000; 297156.942000; 131072
Binaria; -1; 20978; 12.181000; 297156.942000; 131072
Binaria; -1; 57701; 12.214000; 297156.942000; 131072
Binaria; 979; 1931; 0.084000; 297156.942000; 131072
Binaria; -1; 49442; 11.724000; 297156.942000; 131072
Binaria; -1; 19482; 11.977000; 297156.942000; 131072
Binaria; 10454; 20742; 0.913000; 297156.942000; 131072
Binaria; -1; 64678; 11.695000; 297156.942000; 131072
Binaria; -1; 18997; 11.722000; 297156.942000; 131072
Binaria; -1; 9014; 11.471000; 297156.942000; 131072
Binaria; -1; 8180; 11.498000; 297156.942000; 131072
Binaria; -1; 16431; 11.707000; 297156.942000; 131072
Binaria; 9311; 18406; 0.784000; 297156.942000; 131072
Binaria; -1; 42569; 11.409000; 297156.942000; 131072
Binaria; -1; 61595; 11.482000; 297156.942000; 131072
Binaria; 25256; 50008; 2.215000; 297156.942000; 131072
Binaria; -1; 8234; 14.339000; 297156.942000; 131072
Binaria; -1; 11858; 14.296000; 297156.942000; 131072
Binaria; 15190; 30036; 1.649000; 297156.942000; 131072
Binaria; -1; 17078; 12.788000; 297156.942000; 131072
Binaria; 12024; 23905; 1.107000; 297156.942000; 131072
Binaria; 21023; 41681; 1.914000; 297156.942000; 131072
Binaria; -1; 26294; 12.890000; 297156.942000; 131072
Binaria; 7799; 15331; 0.729000; 297156.942000; 131072
Binaria; -1; 22957; 12.375000; 297156.942000; 131072
Binaria; 10832; 21531; 1.121000; 297156.942000; 131072
Binaria; 130; 251; 0.013000; 297156.942000; 131072
Binaria; -1; 44186; 12.736000; 297156.942000; 131072
Binaria; -1; 53413; 12.267000; 297156.942000; 131072
Binaria; -1; 46538; 11.886000; 297156.942000; 131072
Binaria; 16479; 32631; 1.407000; 297156.942000; 131072
Binaria; -1; 7736; 12.422000; 297156.942000; 131072
Binaria; -1; 2016; 12.844000; 297156.942000; 131072
Binaria; 12517; 24832; 1.234000; 297156.942000; 131072
Binaria; -1; 9019; 11.993000; 297156.942000; 131072
Binaria; 25649; 50810; 2.291000; 297156.942000; 131072
Binaria; 22334; 44315; 1.918000; 297156.942000; 131072
Binaria; -1; 29761; 11.797000; 297156.942000; 131072
Binaria; 25247; 49988; 2.153000; 297156.942000; 131072
Binaria; -1; 62664; 11.687000; 297156.942000; 131072
Binaria; -1; 38776; 11.763000; 297156.942000; 131072
Binaria; -1; 57521; 11.503000; 297156.942000; 131072
Binaria; -1; 13596; 11.547000; 297156.942000; 131072
Binaria; 28467; 56534; 2.489000; 297156.942000; 131072
Binaria; -1; 33942; 11.415000; 297156.942000; 131072
Binaria; 4584; 9043; 0.363000; 297156.942000; 131072
Binaria; 20381; 40394; 1.719000; 297156.942000; 131072
Binaria; -1; 41529; 11.524000; 297156.942000; 131072
Binaria; 10532; 20902; 0.796000; 297156.942000; 131072
Binaria; 2451; 4931; 0.156000; 297156.942000; 131072
Sequencial; -1; 21119; 1.174000; 11.075000; 131072
Sequencial; 117162; 26034; 1.029000; 11.075000; 131072
Sequencial; 95065; 47730; 0.870000; 11.075000; 131072
Sequencial; 25989; 23505; 0.252000; 11.075000; 131072
Sequencial; 116348; 62924; 1.036000; 11.075000; 131072
Sequencial; 119118; 37395; 1.085000; 11.075000; 131072
Sequencial; -1; 14575; 1.149000; 11.075000; 131072
Sequencial; -1; 43827; 1.133000; 11.075000; 131072
Sequencial; -1; 61135; 1.156000; 11.075000; 131072
Sequencial; 43507; 31616; 0.378000; 11.075000; 131072
Sequencial; 128620; 371; 1.145000; 11.075000; 131072
Sequencial; 3158; 45527; 0.036000; 11.075000; 131072
Sequencial; -1; 35131; 1.155000; 11.075000; 131072
Sequencial; -1; 52170; 1.154000; 11.075000; 131072
Sequencial; -1; 58994; 1.144000; 11.075000; 131072
Sequencial; 42341; 40601; 0.372000; 11.075000; 131072
Sequencial; -1; 37292; 1.137000; 11.075000; 131072
Sequencial; -1; 62014; 1.131000; 11.075000; 131072
Sequencial; -1; 34011; 1.163000; 11.075000; 131072
Sequencial; 117266; 53441; 1.023000; 11.075000; 131072
Sequencial; -1; 40191; 1.181000; 11.075000; 131072
Sequencial; -1; 3109; 1.177000; 11.075000; 131072
Sequencial; -1; 47608; 1.143000; 11.075000; 131072
Sequencial; -1; 28464; 1.134000; 11.075000; 131072
Sequencial; 65934; 27929; 0.568000; 11.075000; 131072
Sequencial; -1; 19458; 1.161000; 11.075000; 131072
Sequencial; 122782; 15884; 1.074000; 11.075000; 131072
Sequencial; -1; 65015; 1.174000; 11.075000; 131072
Sequencial; -1; 54420; 1.159000; 11.075000; 131072
Sequencial; -1; 9002; 1.171000; 11.075000; 131072
Sequencial; 51746; 62934; 0.454000; 11.075000; 131072
Sequencial; 52965; 9392; 0.460000; 11.075000; 131072
Sequencial; -1; 34389; 1.141000; 11.075000; 131072
Sequencial; 1968; 45164; 0.023000; 11.075000; 131072
Sequencial; -1; 32249; 1.161000; 11.075000; 131072
Sequencial; -1; 31813; 1.144000; 11.075000; 131072
Sequencial; 115854; 16411; 1.005000; 11.075000; 131072
Sequencial; -1; 46176; 1.187000; 11.075000; 131072
Sequencial; -1; 9492; 1.175000; 11.075000; 131072
Sequencial; -1; 12046; 1.138000; 11.075000; 131072
Sequencial; 11232; 12293; 0.106000; 11.075000; 131072
Sequencial; 38189; 9215; 0.331000; 11.075000; 131072
Sequencial; 29467; 57574; 0.252000; 11.075000; 131072
Sequencial; 21992; 46776; 0.191000; 11.075000; 131072
Sequencial; -1; 60737; 1.154000; 11.075000; 131072
Sequencial; -1; 50420; 1.142000; 11.075000; 131072
Sequencial; 82264; 21229; 0.713000; 11.075000; 131072
Sequencial; 6733; 32529; 0.067000; 11.075000; 131072
Sequencial; 40421; 46935; 0.353000; 11.075000; 131072
Sequencial; 7478; 54592; 0.071000; 11.075000; 131072
Sequencial; 39601; 19823; 0.339000; 11.075000; 131072
Sequencial; -1; 20978; 1.157000; 11.075000; 131072
Sequencial; -1; 57701; 1.165000; 11.075000; 131072
Sequencial; 62908; 1931; 0.585000; 11.075000; 131072
Sequencial; -1; 49442; 1.207000; 11.075000; 131072
Sequencial; -1; 19482; 1.178000; 11.075000; 131072
Sequencial; 13823; 20742; 0.133000; 11.075000; 131072
Sequencial; -1; 64678; 1.145000; 11.075000; 131072
Sequencial; -1; 18997; 1.145000; 11.075000; 131072
Sequencial; -1; 9014; 1.198000; 11.075000; 131072
Sequencial; -1; 8180; 1.168000; 11.075000; 131072
Sequencial; -1; 16431; 1.135000; 11.075000; 131072
Sequencial; 52750; 18406; 0.458000; 11.075000; 131072
Sequencial; -1; 42569; 1.171000; 11.075000; 131072
Sequencial; -1; 61595; 1.177000; 11.075000; 131072
Sequencial; 69457; 50008; 0.618000; 11.075000; 131072
Sequencial; -1; 8234; 1.174000; 11.075000; 131072
Sequencial; -1; 11858; 1.276000; 11.075000; 131072
Sequencial; 93525; 30036; 0.913000; 11.075000; 131072
Sequencial; -1; 17078; 1.210000; 11.075000; 131072
Sequencial; 38108; 23905; 0.358000; 11.075000; 131072
Sequencial; 4215; 41681; 0.048000; 11.075000; 131072
Sequencial; -1; 26294; 1.199000; 11.075000; 131072
Sequencial; 119394; 15331; 1.040000; 11.075000; 131072
Sequencial; -1; 22957; 1.401000; 11.075000; 131072
Sequencial; 68007; 21531; 0.841000; 11.075000; 131072
Sequencial; 35891; 251; 0.443000; 11.075000; 131072
Sequencial; -1; 44186; 1.659000; 11.075000; 131072
Sequencial; -1; 53413; 1.432000; 11.075000; 131072
Sequencial; -1; 46538; 1.167000; 11.075000; 131072
Sequencial; 86574; 32631; 0.756000; 11.075000; 131072
Sequencial; -1; 7736; 1.132000; 11.075000; 131072
Sequencial; -1; 2016; 1.131000; 11.075000; 131072
Sequencial; 16002; 24832; 0.150000; 11.075000; 131072
Sequencial; -1; 9019; 1.193000; 11.075000; 131072
Sequencial; 9803; 50810; 0.096000; 11.075000; 131072
Sequencial; 59618; 44315; 0.527000; 11.075000; 131072
Sequencial; -1; 29761; 1.138000; 11.075000; 131072
Sequencial; 65361; 49988; 0.564000; 11.075000; 131072
Sequencial; -1; 62664; 1.157000; 11.075000; 131072
Sequencial; -1; 38776; 1.148000; 11.075000; 131072
Sequencial; -1; 57521; 1.177000; 11.075000; 131072
Sequencial; -1; 13596; 1.156000; 11.075000; 131072
Sequencial; 30964; 56534; 0.293000; 11.075000; 131072
Sequencial; -1; 33942; 1.199000; 11.075000; 131072
Sequencial; 98156; 9043; 0.910000; 11.075000; 131072
Sequencial; 94670; 40394; 0.821000; 11.075000; 131072
Sequencial; -1; 41529; 1.165000; 11.075000; 131072
Sequencial; 98805; 20902; 0.859000; 11.075000; 131072
Sequencial; 102530; 4931; 0.887000; 11.075000; 131072
