Busca;Posicao;Valor_Pesquisado;Tempo_Execucao;Tempo_Insercao_Lista;Tamanho_Vetor
Binaria; -1; 1187; 0.199000; 261.841000; 8192
Binaria; -1; 2085; 0.197000; 261.841000; 8192
Binaria; -1; 2069; 0.168000; 261.841000; 8192
Binaria; 204; 430; 0.006000; 261.841000; 8192
Binaria; -1; 892; 0.193000; 261.841000; 8192
Binaria; -1; 3752; 0.200000; 261.841000; 8192
Binaria; -1; 3333; 0.187000; 261.841000; 8192
Binaria; 1453; 2872; 0.031000; 261.841000; 8192
Binaria; 167; 310; 0.004000; 261.841000; 8192
Binaria; -1; 1215; 0.154000; 261.841000; 8192
Binaria; 53; 94; 0.003000; 261.841000; 8192
Binaria; -1; 3745; 0.159000; 261.841000; 8192
Binaria; -1; 1200; 0.160000; 261.841000; 8192
Binaria; -1; 782; 0.159000; 261.841000; 8192
Binaria; -1; 1617; 0.159000; 261.841000; 8192
Binaria; -1; 1340; 0.168000; 261.841000; 8192
Binaria; -1; 3928; 0.164000; 261.841000; 8192
Binaria; 1528; 3019; 0.032000; 261.841000; 8192
Binaria; -1; 333; 0.153000; 261.841000; 8192
Binaria; 38; 74; 0.002000; 261.841000; 8192
Binaria; -1; 3534; 0.163000; 261.841000; 8192
Binaria; -1; 3736; 0.159000; 261.841000; 8192
Binaria; -1; 3841; 0.159000; 261.841000; 8192
Binaria; 1211; 2388; 0.025000; 261.841000; 8192
Binaria; -1; 169; 0.152000; 261.841000; 8192
Binaria; -1; 2428; 0.160000; 261.841000; 8192
Binaria; -1; 2232; 0.164000; 261.841000; 8192
Binaria; -1; 910; 0.167000; 261.841000; 8192
Binaria; -1; 3065; 0.168000; 261.841000; 8192
Binaria; -1; 346; 0.181000; 261.841000; 8192
Binaria; -1; 3001; 0.168000; 261.841000; 8192
Binaria; -1; 604; 0.159000; 261.841000; 8192
Binaria; 1230; 2431; 0.026000; 261.841000; 8192
Binaria; 538; 1070; 0.009000; 261.841000; 8192
Binaria; -1; 1034; 0.151000; 261.841000; 8192
Binaria; -1; 3675; 0.159000; 261.841000; 8192
Binaria; -1; 1174; 0.158000; 261.841000; 8192
Binaria; 361; 719; 0.009000; 261.841000; 8192
Binaria; -1; 2547; 0.156000; 261.841000; 8192
Binaria; 736; 1485; 0.016000; 261.841000; 8192
Binaria; 977; 1934; 0.017000; 261.841000; 8192
Binaria; -1; 2994; 0.152000; 261.841000; 8192
Binaria; -1; 1582; 0.159000; 261.841000; 8192
Binaria; -1; 3486; 0.158000; 261.841000; 8192
Binaria; 1903; 3776; 0.039000; 261.841000; 8192
Binaria; 1625; 3199; 0.025000; 261.841000; 8192
Binaria; -1; 827; 0.149000; 261.841000; 8192
Binaria; -1; 3704; 0.159000; 261.841000; 8192
Binaria; 1122; 2218; 0.024000; 261.841000; 8192
Binaria; -1; 1512; 0.152000; 261.841000; 8192
