Busca;Posicao;Valor_Pesquisado;Tempo_Execucao;Tempo_Insercao_Lista;Tamanho_Vetor
Sequencial; 893; 297; 0.009000; 0.149000; 2048
Sequencial; -1; 900; 0.018000; 0.149000; 2048
Sequencial; -1; 688; 0.018000; 0.149000; 2048
Sequencial; -1; 861; 0.017000; 0.149000; 2048
Sequencial; 289; 996; 0.004000; 0.149000; 2048
Sequencial; -1; 974; 0.018000; 0.149000; 2048
Sequencial; -1; 401; 0.018000; 0.149000; 2048
Sequencial; 1684; 114; 0.015000; 0.149000; 2048
Sequencial; -1; 69; 0.018000; 0.149000; 2048
Sequencial; 1528; 428; 0.014000; 0.149000; 2048
Sequencial; -1; 416; 0.018000; 0.149000; 2048
Sequencial; -1; 52; 0.018000; 0.149000; 2048
Sequencial; -1; 582; 0.018000; 0.149000; 2048
Sequencial; -1; 625; 0.018000; 0.149000; 2048
Sequencial; 612; 682; 0.006000; 0.149000; 2048
Sequencial; 871; 433; 0.008000; 0.149000; 2048
Sequencial; -1; 502; 0.018000; 0.149000; 2048
Sequencial; -1; 277; 0.018000; 0.149000; 2048
Sequencial; -1; 123; 0.019000; 0.149000; 2048
Sequencial; 484; 949; 0.006000; 0.149000; 2048
Sequencial; 1026; 790; 0.010000; 0.149000; 2048
Sequencial; -1; 151; 0.019000; 0.149000; 2048
Sequencial; 192; 235; 0.003000; 0.149000; 2048
Sequencial; 1102; 960; 0.010000; 0.149000; 2048
Sequencial; 532; 946; 0.005000; 0.149000; 2048
Sequencial; -1; 799; 0.018000; 0.149000; 2048
Sequencial; -1; 447; 0.018000; 0.149000; 2048
Sequencial; 40; 229; 0.002000; 0.149000; 2048
Sequencial; -1; 502; 0.018000; 0.149000; 2048
Sequencial; -1; 628; 0.019000; 0.149000; 2048
Sequencial; -1; 549; 0.019000; 0.149000; 2048
Sequencial; -1; 799; 0.018000; 0.149000; 2048
Sequencial; 953; 528; 0.009000; 0.149000; 2048
Sequencial; -1; 589; 0.018000; 0.149000; 2048
Sequencial; -1; 13; 0.018000; 0.149000; 2048
Sequencial; -1; 876; 0.018000; 0.149000; 2048
Sequencial; 1753; 563; 0.016000; 0.149000; 2048
Sequencial; -1; 766; 0.019000; 0.149000; 2048
Sequencial; -1; 990; 0.018000; 0.149000; 2048
Sequencial; -1; 984; 0.019000; 0.149000; 2048
Sequencial; -1; 194; 0.019000; 0.149000; 2048
Sequencial; -1; 759; 0.018000; 0.149000; 2048
Sequencial; 271; 36; 0.003000; 0.149000; 2048
Sequencial; 978; 776; 0.009000; 0.149000; 2048
Sequencial; -1; 384; 0.018000; 0.149000; 2048
Sequencial; 1799; 71; 0.016000; 0.149000; 2048
Sequencial; 364; 209; 0.004000; 0.149000; 2048
Sequencial; -1; 238; 0.018000; 0.149000; 2048
Sequencial; 1296; 700; 0.012000; 0.149000; 2048
Sequencial; -1; 684; 0.018000; 0.149000; 2048
Sequencial; 839; 539; 0.009000; 0.149000; 2048
Sequencial; -1; 490; 0.019000; 0.149000; 2048
Sequencial; -1; 835; 0.019000; 0.149000; 2048
Sequencial; 1549; 775; 0.014000; 0.149000; 2048
Sequencial; -1; 450; 0.018000; 0.149000; 2048
Sequencial; -1; 781; 0.019000; 0.149000; 2048
Sequencial; 296; 926; 0.004000; 0.149000; 2048
Sequencial; -1; 250; 0.018000; 0.149000; 2048
Sequencial; -1; 362; 0.018000; 0.149000; 2048
Sequencial; 1528; 428; 0.014000; 0.149000; 2048
Sequencial; 254; 878; 0.004000; 0.149000; 2048
Sequencial; 1088; 264; 0.011000; 0.149000; 2048
Sequencial; -1; 579; 0.019000; 0.149000; 2048
Sequencial; -1; 758; 0.019000; 0.149000; 2048
Sequencial; 939; 853; 0.009000; 0.149000; 2048
Sequencial; -1; 944; 0.018000; 0.149000; 2048
Sequencial; 1389; 634; 0.012000; 0.149000; 2048
Sequencial; 1669; 769; 0.015000; 0.149000; 2048
Sequencial; 669; 711; 0.007000; 0.149000; 2048
Sequencial; 897; 977; 0.009000; 0.149000; 2048
Sequencial; -1; 105; 0.018000; 0.149000; 2048
Sequencial; -1; 257; 0.018000; 0.149000; 2048
Sequencial; -1; 736; 0.018000; 0.149000; 2048
Sequencial; 379; 142; 0.004000; 0.149000; 2048
Sequencial; 1908; 34; 0.017000; 0.149000; 2048
Sequencial; -1; 472; 0.018000; 0.149000; 2048
Sequencial; -1; 565; 0.018000; 0.149000; 2048
Sequencial; 890; 595; 0.014000; 0.149000; 2048
Sequencial; 1196; 710; 0.012000; 0.149000; 2048
Sequencial; -1; 265; 0.023000; 0.149000; 2048
Sequencial; -1; 632; 0.020000; 0.149000; 2048
Sequencial; -1; 249; 0.021000; 0.149000; 2048
Sequencial; 1426; 107; 0.015000; 0.149000; 2048
Sequencial; -1; 467; 0.021000; 0.149000; 2048
Sequencial; 827; 376; 0.010000; 0.149000; 2048
Sequencial; -1; 558; 0.020000; 0.149000; 2048
Sequencial; -1; 601; 0.020000; 0.149000; 2048
Sequencial; 1456; 302; 0.016000; 0.149000; 2048
Sequencial; 1177; 160; 0.012000; 0.149000; 2048
Sequencial; 720; 963; 0.007000; 0.149000; 2048
Sequencial; -1; 82; 0.020000; 0.149000; 2048
Sequencial; -1; 38; 0.020000; 0.149000; 2048
Sequencial; -1; 227; 0.019000; 0.149000; 2048
Sequencial; -1; 14; 0.019000; 0.149000; 2048
Sequencial; -1; 796; 0.019000; 0.149000; 2048
Sequencial; 871; 433; 0.009000; 0.149000; 2048
Sequencial; -1; 958; 0.019000; 0.149000; 2048
